starting_times,source_nodes,target_nodes,ending_times,durations
480.0,124,128,500.0,20.0
480.0,126,130,500.0,20.0
480.0,140,129,500.0,20.0
480.0,140,128,500.0,20.0
480.0,138,139,500.0,20.0
480.0,135,185,500.0,20.0
480.0,128,120,500.0,20.0
480.0,52,238,500.0,20.0
480.0,52,68,500.0,20.0
480.0,54,58,500.0,20.0
480.0,54,48,500.0,20.0
480.0,162,232,500.0,20.0
480.0,69,58,500.0,20.0
480.0,40,31,500.0,20.0
480.0,40,46,500.0,20.0
480.0,23,25,500.0,20.0
480.0,24,36,500.0,20.0
480.0,24,46,500.0,20.0
480.0,26,37,500.0,20.0
480.0,28,38,500.0,20.0
480.0,28,236,500.0,20.0
480.0,31,46,500.0,20.0
480.0,38,39,500.0,20.0
480.0,39,47,500.0,20.0
480.0,137,139,500.0,20.0
480.0,22,19,500.0,20.0
480.0,98,114,500.0,20.0
480.0,16,14,500.0,20.0
480.0,170,179,500.0,20.0
480.0,179,168,500.0,20.0
500.0,201,206,520.0,20.0
500.0,144,156,520.0,20.0
500.0,206,239,520.0,20.0
500.0,150,156,520.0,20.0
500.0,148,156,520.0,20.0
500.0,152,153,520.0,20.0
500.0,124,140,520.0,20.0
500.0,124,133,520.0,20.0
500.0,125,140,520.0,20.0
500.0,127,139,520.0,20.0
500.0,140,133,520.0,20.0
500.0,128,139,520.0,20.0
500.0,50,70,520.0,20.0
500.0,52,56,520.0,20.0
500.0,52,65,520.0,20.0
500.0,52,68,520.0,20.0
500.0,69,58,520.0,20.0
500.0,40,31,520.0,20.0
500.0,23,25,520.0,20.0
500.0,23,32,520.0,20.0
500.0,26,37,520.0,20.0
500.0,26,38,520.0,20.0
500.0,28,39,520.0,20.0
500.0,28,236,520.0,20.0
500.0,34,44,520.0,20.0
500.0,137,134,520.0,20.0
500.0,88,72,520.0,20.0
500.0,88,92,520.0,20.0
500.0,96,75,520.0,20.0
500.0,81,91,520.0,20.0
500.0,105,119,520.0,20.0
500.0,235,117,520.0,20.0
500.0,19,4,520.0,20.0
500.0,21,15,520.0,20.0
500.0,14,7,520.0,20.0
500.0,116,119,520.0,20.0
500.0,165,179,520.0,20.0
500.0,73,93,520.0,20.0
500.0,93,82,520.0,20.0
520.0,208,225,540.0,20.0
520.0,210,224,540.0,20.0
520.0,188,195,540.0,20.0
520.0,200,191,540.0,20.0
520.0,192,201,540.0,20.0
520.0,192,206,540.0,20.0
520.0,199,195,540.0,20.0
520.0,202,206,540.0,20.0
520.0,202,186,540.0,20.0
520.0,202,239,540.0,20.0
520.0,206,186,540.0,20.0
520.0,206,239,540.0,20.0
520.0,233,167,540.0,20.0
520.0,142,151,540.0,20.0
520.0,142,154,540.0,20.0
520.0,150,154,540.0,20.0
520.0,150,156,540.0,20.0
520.0,154,158,540.0,20.0
520.0,152,153,540.0,20.0
520.0,127,133,540.0,20.0
520.0,140,133,540.0,20.0
520.0,140,139,540.0,20.0
520.0,136,129,540.0,20.0
520.0,132,134,540.0,20.0
520.0,52,68,540.0,20.0
520.0,54,69,540.0,20.0
520.0,54,48,540.0,20.0
520.0,56,69,540.0,20.0
520.0,40,30,540.0,20.0
520.0,23,25,540.0,20.0
520.0,28,236,540.0,20.0
520.0,30,46,540.0,20.0
520.0,41,47,540.0,20.0
520.0,34,44,540.0,20.0
520.0,37,38,540.0,20.0
520.0,39,32,540.0,20.0
520.0,32,236,540.0,20.0
520.0,137,134,540.0,20.0
520.0,139,122,540.0,20.0
520.0,86,74,540.0,20.0
520.0,101,97,540.0,20.0
520.0,105,119,540.0,20.0
520.0,79,78,540.0,20.0
520.0,108,116,540.0,20.0
520.0,108,119,540.0,20.0
520.0,235,103,540.0,20.0
520.0,77,76,540.0,20.0
520.0,19,3,540.0,20.0
520.0,19,4,540.0,20.0
520.0,21,15,540.0,20.0
520.0,117,110,540.0,20.0
520.0,110,104,540.0,20.0
520.0,110,97,540.0,20.0
540.0,219,212,560.0,20.0
540.0,190,189,560.0,20.0
540.0,188,239,560.0,20.0
540.0,149,152,560.0,20.0
540.0,148,161,560.0,20.0
540.0,160,152,560.0,20.0
540.0,125,127,560.0,20.0
540.0,125,138,560.0,20.0
540.0,126,132,560.0,20.0
540.0,138,133,560.0,20.0
540.0,138,131,560.0,20.0
540.0,138,137,560.0,20.0
540.0,133,137,560.0,20.0
540.0,52,55,560.0,20.0
540.0,54,58,560.0,20.0
540.0,56,69,560.0,20.0
540.0,58,48,560.0,20.0
540.0,40,30,560.0,20.0
540.0,23,32,560.0,20.0
540.0,239,195,560.0,20.0
540.0,28,32,560.0,20.0
540.0,28,236,560.0,20.0
540.0,30,46,560.0,20.0
540.0,41,47,560.0,20.0
540.0,34,44,560.0,20.0
540.0,35,38,560.0,20.0
540.0,37,38,560.0,20.0
540.0,32,236,560.0,20.0
540.0,98,115,560.0,20.0
540.0,79,74,560.0,20.0
540.0,108,235,560.0,20.0
540.0,108,107,560.0,20.0
540.0,235,116,560.0,20.0
540.0,77,76,560.0,20.0
540.0,21,15,560.0,20.0
540.0,117,113,560.0,20.0
540.0,116,103,560.0,20.0
540.0,59,70,560.0,20.0
560.0,210,224,580.0,20.0
560.0,190,202,580.0,20.0
560.0,143,145,580.0,20.0
560.0,140,136,580.0,20.0
560.0,132,131,580.0,20.0
560.0,130,120,580.0,20.0
560.0,50,68,580.0,20.0
560.0,52,54,580.0,20.0
560.0,52,55,580.0,20.0
560.0,56,48,580.0,20.0
560.0,43,37,580.0,20.0
560.0,26,37,580.0,20.0
560.0,28,35,580.0,20.0
560.0,28,32,580.0,20.0
560.0,28,236,580.0,20.0
560.0,41,47,580.0,20.0
560.0,22,4,580.0,20.0
560.0,106,113,580.0,20.0
560.0,101,117,580.0,20.0
560.0,105,109,580.0,20.0
560.0,109,117,580.0,20.0
560.0,79,74,580.0,20.0
560.0,235,119,580.0,20.0
560.0,235,103,580.0,20.0
560.0,77,76,580.0,20.0
560.0,19,4,580.0,20.0
560.0,20,11,580.0,20.0
560.0,20,4,580.0,20.0
560.0,107,111,580.0,20.0
560.0,21,15,580.0,20.0
560.0,117,110,580.0,20.0
560.0,104,97,580.0,20.0
560.0,100,113,580.0,20.0
560.0,100,112,580.0,20.0
580.0,202,239,600.0,20.0
580.0,151,153,600.0,20.0
580.0,148,232,600.0,20.0
580.0,126,139,600.0,20.0
580.0,53,56,600.0,20.0
580.0,54,48,600.0,20.0
580.0,162,146,600.0,20.0
580.0,232,116,600.0,20.0
580.0,40,30,600.0,20.0
580.0,43,24,600.0,20.0
580.0,23,25,600.0,20.0
580.0,23,32,600.0,20.0
580.0,26,37,600.0,20.0
580.0,26,38,600.0,20.0
580.0,28,37,600.0,20.0
580.0,41,46,600.0,20.0
580.0,41,47,600.0,20.0
580.0,106,102,600.0,20.0
580.0,99,110,600.0,20.0
580.0,101,117,600.0,20.0
580.0,105,110,600.0,20.0
580.0,109,112,600.0,20.0
580.0,79,78,600.0,20.0
580.0,108,235,600.0,20.0
580.0,78,74,600.0,20.0
580.0,235,119,600.0,20.0
580.0,235,103,600.0,20.0
580.0,77,76,600.0,20.0
580.0,3,11,600.0,20.0
580.0,18,10,600.0,20.0
580.0,14,4,600.0,20.0
580.0,116,103,600.0,20.0
600.0,219,220,620.0,20.0
600.0,210,224,620.0,20.0
600.0,220,221,620.0,20.0
600.0,149,160,620.0,20.0
600.0,144,158,620.0,20.0
600.0,125,138,620.0,20.0
600.0,129,120,620.0,20.0
600.0,52,54,620.0,20.0
600.0,52,55,620.0,20.0
600.0,241,78,620.0,20.0
600.0,241,74,620.0,20.0
600.0,40,30,620.0,20.0
600.0,23,25,620.0,20.0
600.0,24,26,620.0,20.0
600.0,26,37,620.0,20.0
600.0,26,38,620.0,20.0
600.0,28,37,620.0,20.0
600.0,41,47,620.0,20.0
600.0,34,44,620.0,20.0
600.0,88,72,620.0,20.0
600.0,96,95,620.0,20.0
600.0,139,122,620.0,20.0
600.0,98,115,620.0,20.0
600.0,101,117,620.0,20.0
600.0,105,110,620.0,20.0
600.0,235,116,620.0,20.0
600.0,77,76,620.0,20.0
600.0,19,21,620.0,20.0
600.0,19,14,620.0,20.0
600.0,18,10,620.0,20.0
600.0,16,10,620.0,20.0
600.0,111,97,620.0,20.0
600.0,110,113,620.0,20.0
600.0,104,97,620.0,20.0
600.0,49,60,620.0,20.0
620.0,219,211,640.0,20.0
620.0,219,227,640.0,20.0
620.0,208,214,640.0,20.0
620.0,208,225,640.0,20.0
620.0,214,225,640.0,20.0
620.0,214,220,640.0,20.0
620.0,216,209,640.0,20.0
620.0,216,223,640.0,20.0
620.0,210,224,640.0,20.0
620.0,217,224,640.0,20.0
620.0,217,222,640.0,20.0
620.0,211,227,640.0,20.0
620.0,209,240,640.0,20.0
620.0,149,160,640.0,20.0
620.0,142,162,640.0,20.0
620.0,152,153,640.0,20.0
620.0,54,48,640.0,20.0
620.0,56,60,640.0,20.0
620.0,40,30,640.0,20.0
620.0,26,37,640.0,20.0
620.0,28,35,640.0,20.0
620.0,41,47,640.0,20.0
620.0,34,44,640.0,20.0
620.0,88,72,640.0,20.0
620.0,237,99,640.0,20.0
620.0,22,19,640.0,20.0
620.0,22,21,640.0,20.0
620.0,106,102,640.0,20.0
620.0,99,235,640.0,20.0
620.0,99,110,640.0,20.0
620.0,99,113,640.0,20.0
620.0,101,117,640.0,20.0
620.0,102,112,640.0,20.0
620.0,122,103,640.0,20.0
620.0,105,110,640.0,20.0
620.0,105,104,640.0,20.0
620.0,77,76,640.0,20.0
620.0,19,12,640.0,20.0
620.0,20,7,640.0,20.0
620.0,0,8,640.0,20.0
620.0,111,104,640.0,20.0
620.0,110,104,640.0,20.0
620.0,110,113,640.0,20.0
620.0,177,166,640.0,20.0
620.0,238,49,640.0,20.0
640.0,219,211,660.0,20.0
640.0,219,227,660.0,20.0
640.0,208,210,660.0,20.0
640.0,208,225,660.0,20.0
640.0,208,229,660.0,20.0
640.0,212,231,660.0,20.0
640.0,216,223,660.0,20.0
640.0,216,226,660.0,20.0
640.0,210,225,660.0,20.0
640.0,210,224,660.0,20.0
640.0,217,229,660.0,20.0
640.0,211,227,660.0,20.0
640.0,209,230,660.0,20.0
640.0,229,227,660.0,20.0
640.0,159,157,660.0,20.0
640.0,161,156,660.0,20.0
640.0,124,102,660.0,20.0
640.0,126,97,660.0,20.0
640.0,133,104,660.0,20.0
640.0,223,226,660.0,20.0
640.0,130,97,660.0,20.0
640.0,129,106,660.0,20.0
640.0,54,48,660.0,20.0
640.0,62,238,660.0,20.0
640.0,40,30,660.0,20.0
640.0,23,25,660.0,20.0
640.0,26,37,660.0,20.0
640.0,28,37,660.0,20.0
640.0,88,72,660.0,20.0
640.0,134,97,660.0,20.0
640.0,106,97,660.0,20.0
640.0,81,91,660.0,20.0
640.0,81,71,660.0,20.0
640.0,122,103,660.0,20.0
640.0,79,78,660.0,20.0
640.0,20,7,660.0,20.0
640.0,0,16,660.0,20.0
640.0,179,166,660.0,20.0
640.0,181,182,660.0,20.0
640.0,49,67,660.0,20.0
660.0,219,227,680.0,20.0
660.0,212,231,680.0,20.0
660.0,214,217,680.0,20.0
660.0,214,229,680.0,20.0
660.0,216,226,680.0,20.0
660.0,210,225,680.0,20.0
660.0,210,224,680.0,20.0
660.0,217,229,680.0,20.0
660.0,209,230,680.0,20.0
660.0,188,187,680.0,20.0
660.0,187,206,680.0,20.0
660.0,229,227,680.0,20.0
660.0,143,232,680.0,20.0
660.0,159,155,680.0,20.0
660.0,161,156,680.0,20.0
660.0,140,104,680.0,20.0
660.0,133,104,680.0,20.0
660.0,223,226,680.0,20.0
660.0,129,106,680.0,20.0
660.0,128,122,680.0,20.0
660.0,52,55,680.0,20.0
660.0,54,48,680.0,20.0
660.0,56,238,680.0,20.0
660.0,56,60,680.0,20.0
660.0,40,30,680.0,20.0
660.0,23,25,680.0,20.0
660.0,26,37,680.0,20.0
660.0,42,36,680.0,20.0
660.0,34,44,680.0,20.0
660.0,88,72,680.0,20.0
660.0,139,103,680.0,20.0
660.0,134,107,680.0,20.0
660.0,81,91,680.0,20.0
660.0,79,78,680.0,20.0
660.0,0,18,680.0,20.0
660.0,3,10,680.0,20.0
660.0,181,182,680.0,20.0
660.0,59,67,680.0,20.0
680.0,219,227,700.0,20.0
680.0,208,214,700.0,20.0
680.0,214,229,700.0,20.0
680.0,216,226,700.0,20.0
680.0,210,224,700.0,20.0
680.0,217,229,700.0,20.0
680.0,188,189,700.0,20.0
680.0,143,159,700.0,20.0
680.0,143,155,700.0,20.0
680.0,124,130,700.0,20.0
680.0,140,139,700.0,20.0
680.0,50,51,700.0,20.0
680.0,54,48,700.0,20.0
680.0,40,30,700.0,20.0
680.0,23,25,700.0,20.0
680.0,26,37,700.0,20.0
680.0,42,39,700.0,20.0
680.0,22,3,700.0,20.0
680.0,22,5,700.0,20.0
680.0,106,108,700.0,20.0
680.0,81,91,700.0,20.0
680.0,77,76,700.0,20.0
680.0,19,5,700.0,20.0
680.0,0,8,700.0,20.0
680.0,14,4,700.0,20.0
700.0,219,227,720.0,20.0
700.0,208,214,720.0,20.0
700.0,214,229,720.0,20.0
700.0,217,229,720.0,20.0
700.0,144,158,720.0,20.0
700.0,143,151,720.0,20.0
700.0,143,152,720.0,20.0
700.0,135,123,720.0,20.0
700.0,54,48,720.0,20.0
700.0,56,49,720.0,20.0
700.0,23,25,720.0,20.0
700.0,26,38,720.0,20.0
700.0,42,39,720.0,20.0
700.0,34,32,720.0,20.0
700.0,39,32,720.0,20.0
700.0,153,155,720.0,20.0
700.0,81,91,720.0,20.0
700.0,99,113,720.0,20.0
700.0,79,78,720.0,20.0
700.0,77,76,720.0,20.0
700.0,14,4,720.0,20.0
700.0,12,7,720.0,20.0
700.0,11,10,720.0,20.0
700.0,11,6,720.0,20.0
700.0,104,112,720.0,20.0
720.0,219,227,740.0,20.0
720.0,208,225,740.0,20.0
720.0,214,217,740.0,20.0
720.0,214,229,740.0,20.0
720.0,217,229,740.0,20.0
720.0,149,161,740.0,20.0
720.0,143,157,740.0,20.0
720.0,151,152,740.0,20.0
720.0,152,153,740.0,20.0
720.0,141,119,740.0,20.0
720.0,52,68,740.0,20.0
720.0,56,62,740.0,20.0
720.0,23,25,740.0,20.0
720.0,26,37,740.0,20.0
720.0,26,38,740.0,20.0
720.0,42,39,740.0,20.0
720.0,41,47,740.0,20.0
720.0,39,32,740.0,20.0
720.0,153,146,740.0,20.0
720.0,153,155,740.0,20.0
720.0,79,78,740.0,20.0
720.0,77,76,740.0,20.0
720.0,20,7,740.0,20.0
740.0,219,214,760.0,20.0
740.0,219,227,760.0,20.0
740.0,214,225,760.0,20.0
740.0,214,229,760.0,20.0
740.0,215,230,760.0,20.0
740.0,217,229,760.0,20.0
740.0,209,230,760.0,20.0
740.0,188,206,760.0,20.0
740.0,225,229,760.0,20.0
740.0,229,227,760.0,20.0
740.0,143,145,760.0,20.0
740.0,143,158,760.0,20.0
740.0,151,154,760.0,20.0
740.0,151,158,760.0,20.0
740.0,151,146,760.0,20.0
740.0,147,159,760.0,20.0
740.0,154,146,760.0,20.0
740.0,159,152,760.0,20.0
740.0,159,146,760.0,20.0
740.0,152,232,760.0,20.0
740.0,152,153,760.0,20.0
740.0,126,116,760.0,20.0
740.0,135,123,760.0,20.0
740.0,54,48,760.0,20.0
740.0,56,49,760.0,20.0
740.0,232,153,760.0,20.0
740.0,40,31,760.0,20.0
740.0,26,38,760.0,20.0
740.0,42,39,760.0,20.0
740.0,39,32,760.0,20.0
740.0,79,78,760.0,20.0
740.0,77,76,760.0,20.0
740.0,20,7,760.0,20.0
760.0,219,227,780.0,20.0
760.0,208,225,780.0,20.0
760.0,214,229,780.0,20.0
760.0,215,209,780.0,20.0
760.0,210,224,780.0,20.0
760.0,209,230,780.0,20.0
760.0,188,206,780.0,20.0
760.0,220,221,780.0,20.0
760.0,229,227,780.0,20.0
760.0,149,159,780.0,20.0
760.0,143,145,780.0,20.0
760.0,143,155,780.0,20.0
760.0,152,232,780.0,20.0
760.0,152,155,780.0,20.0
760.0,135,123,780.0,20.0
760.0,52,55,780.0,20.0
760.0,56,49,780.0,20.0
760.0,96,75,780.0,20.0
760.0,77,76,780.0,20.0
760.0,20,7,780.0,20.0
760.0,178,179,780.0,20.0
780.0,219,227,800.0,20.0
780.0,208,210,800.0,20.0
780.0,214,217,800.0,20.0
780.0,214,227,800.0,20.0
780.0,210,224,800.0,20.0
780.0,217,229,800.0,20.0
780.0,209,230,800.0,20.0
780.0,220,240,800.0,20.0
780.0,229,227,800.0,20.0
780.0,149,159,800.0,20.0
780.0,161,156,800.0,20.0
780.0,152,232,800.0,20.0
780.0,152,158,800.0,20.0
780.0,52,65,800.0,20.0
780.0,55,68,800.0,20.0
780.0,26,37,800.0,20.0
780.0,39,47,800.0,20.0
780.0,88,72,800.0,20.0
780.0,139,103,800.0,20.0
780.0,22,3,800.0,20.0
780.0,106,120,800.0,20.0
780.0,79,78,800.0,20.0
780.0,77,76,800.0,20.0
780.0,20,7,800.0,20.0
800.0,219,214,820.0,20.0
800.0,219,227,820.0,20.0
800.0,212,231,820.0,20.0
800.0,217,229,820.0,20.0
800.0,209,230,820.0,20.0
800.0,188,191,820.0,20.0
800.0,229,227,820.0,20.0
800.0,197,195,820.0,20.0
800.0,143,155,820.0,20.0
800.0,151,147,820.0,20.0
800.0,147,158,820.0,20.0
800.0,161,156,820.0,20.0
800.0,135,123,820.0,20.0
800.0,52,55,820.0,20.0
800.0,162,146,820.0,20.0
800.0,26,37,820.0,20.0
800.0,39,236,820.0,20.0
800.0,39,47,820.0,20.0
800.0,88,72,820.0,20.0
800.0,88,92,820.0,20.0
800.0,79,78,820.0,20.0
800.0,108,120,820.0,20.0
820.0,219,214,840.0,20.0
820.0,219,227,840.0,20.0
820.0,210,224,840.0,20.0
820.0,209,230,840.0,20.0
820.0,229,227,840.0,20.0
820.0,149,159,840.0,20.0
820.0,197,195,840.0,20.0
820.0,143,145,840.0,20.0
820.0,143,159,840.0,20.0
820.0,143,152,840.0,20.0
820.0,143,156,840.0,20.0
820.0,159,156,840.0,20.0
820.0,159,153,840.0,20.0
820.0,152,157,840.0,20.0
820.0,152,146,840.0,20.0
820.0,156,158,840.0,20.0
820.0,156,157,840.0,20.0
820.0,124,105,840.0,20.0
820.0,52,55,840.0,20.0
820.0,52,58,840.0,20.0
820.0,54,48,840.0,20.0
820.0,56,49,840.0,20.0
820.0,162,146,840.0,20.0
820.0,69,66,840.0,20.0
820.0,69,238,840.0,20.0
820.0,58,57,840.0,20.0
820.0,26,37,840.0,20.0
820.0,42,39,840.0,20.0
820.0,41,47,840.0,20.0
820.0,39,236,840.0,20.0
820.0,88,72,840.0,20.0
820.0,79,78,840.0,20.0
820.0,2,18,840.0,20.0
840.0,214,225,860.0,20.0
840.0,216,226,860.0,20.0
840.0,210,224,860.0,20.0
840.0,217,229,860.0,20.0
840.0,211,227,860.0,20.0
840.0,209,230,860.0,20.0
840.0,144,146,860.0,20.0
840.0,143,145,860.0,20.0
840.0,143,162,860.0,20.0
840.0,233,167,860.0,20.0
840.0,150,158,860.0,20.0
840.0,161,232,860.0,20.0
840.0,124,130,860.0,20.0
840.0,126,135,860.0,20.0
840.0,223,221,860.0,20.0
840.0,52,55,860.0,20.0
840.0,54,58,860.0,20.0
840.0,54,48,860.0,20.0
840.0,69,57,860.0,20.0
840.0,42,39,860.0,20.0
840.0,39,236,860.0,20.0
840.0,88,72,860.0,20.0
840.0,153,146,860.0,20.0
840.0,22,3,860.0,20.0
840.0,79,78,860.0,20.0
840.0,11,6,860.0,20.0
840.0,179,166,860.0,20.0
840.0,163,166,860.0,20.0
860.0,208,210,880.0,20.0
860.0,214,225,880.0,20.0
860.0,215,216,880.0,20.0
860.0,210,224,880.0,20.0
860.0,217,229,880.0,20.0
860.0,211,227,880.0,20.0
860.0,198,196,880.0,20.0
860.0,143,152,880.0,20.0
860.0,143,162,880.0,20.0
860.0,148,158,880.0,20.0
860.0,154,160,880.0,20.0
860.0,154,162,880.0,20.0
860.0,161,156,880.0,20.0
860.0,152,156,880.0,20.0
860.0,152,162,880.0,20.0
860.0,152,157,880.0,20.0
860.0,126,135,880.0,20.0
860.0,141,119,880.0,20.0
860.0,54,58,880.0,20.0
860.0,54,48,880.0,20.0
860.0,232,158,880.0,20.0
860.0,25,45,880.0,20.0
860.0,26,37,880.0,20.0
860.0,79,78,880.0,20.0
880.0,219,227,900.0,20.0
880.0,214,225,900.0,20.0
880.0,217,229,900.0,20.0
880.0,211,227,900.0,20.0
880.0,193,189,900.0,20.0
880.0,143,152,900.0,20.0
880.0,143,156,900.0,20.0
880.0,150,160,900.0,20.0
880.0,159,155,900.0,20.0
880.0,126,135,900.0,20.0
880.0,50,70,900.0,20.0
880.0,52,55,900.0,20.0
880.0,54,48,900.0,20.0
880.0,56,62,900.0,20.0
880.0,69,58,900.0,20.0
880.0,26,37,900.0,20.0
880.0,36,236,900.0,20.0
880.0,22,3,900.0,20.0
880.0,79,78,900.0,20.0
880.0,108,120,900.0,20.0
880.0,181,182,900.0,20.0
900.0,208,227,920.0,20.0
900.0,212,231,920.0,20.0
900.0,214,229,920.0,20.0
900.0,217,229,920.0,20.0
900.0,209,230,920.0,20.0
900.0,149,160,920.0,20.0
900.0,143,156,920.0,20.0
900.0,143,157,920.0,20.0
900.0,147,160,920.0,20.0
900.0,150,154,920.0,20.0
900.0,150,160,920.0,20.0
900.0,126,135,920.0,20.0
900.0,129,106,920.0,20.0
900.0,52,55,920.0,20.0
900.0,54,48,920.0,20.0
900.0,69,58,920.0,20.0
900.0,62,59,920.0,20.0
900.0,241,78,920.0,20.0
900.0,232,158,920.0,20.0
900.0,34,36,920.0,20.0
900.0,39,236,920.0,20.0
900.0,39,47,920.0,20.0
900.0,96,95,920.0,20.0
900.0,79,78,920.0,20.0
900.0,108,120,920.0,20.0
900.0,11,6,920.0,20.0
900.0,146,155,920.0,20.0
900.0,181,182,920.0,20.0
920.0,219,208,940.0,20.0
920.0,219,214,940.0,20.0
920.0,219,229,940.0,20.0
920.0,208,210,940.0,20.0
920.0,214,229,940.0,20.0
920.0,214,226,940.0,20.0
920.0,210,224,940.0,20.0
920.0,188,239,940.0,20.0
920.0,147,160,940.0,20.0
920.0,148,161,940.0,20.0
920.0,148,152,940.0,20.0
920.0,152,158,940.0,20.0
920.0,50,78,940.0,20.0
920.0,52,55,940.0,20.0
920.0,54,48,940.0,20.0
920.0,23,25,940.0,20.0
920.0,23,45,940.0,20.0
920.0,34,32,940.0,20.0
920.0,36,236,940.0,20.0
920.0,39,47,940.0,20.0
920.0,88,92,940.0,20.0
920.0,22,3,940.0,20.0
920.0,20,7,940.0,20.0
920.0,11,7,940.0,20.0
920.0,146,155,940.0,20.0
920.0,181,182,940.0,20.0
940.0,219,208,960.0,20.0
940.0,219,214,960.0,20.0
940.0,219,227,960.0,20.0
940.0,208,227,960.0,20.0
940.0,212,231,960.0,20.0
940.0,214,225,960.0,20.0
940.0,214,229,960.0,20.0
940.0,217,229,960.0,20.0
940.0,211,227,960.0,20.0
940.0,198,189,960.0,20.0
940.0,225,229,960.0,20.0
940.0,220,221,960.0,20.0
940.0,143,160,960.0,20.0
940.0,145,154,960.0,20.0
940.0,161,156,960.0,20.0
940.0,141,128,960.0,20.0
940.0,135,116,960.0,20.0
940.0,52,55,960.0,20.0
940.0,52,65,960.0,20.0
940.0,54,48,960.0,20.0
940.0,69,58,960.0,20.0
940.0,23,45,960.0,20.0
940.0,25,45,960.0,20.0
940.0,34,32,960.0,20.0
940.0,36,32,960.0,20.0
940.0,134,111,960.0,20.0
940.0,79,78,960.0,20.0
940.0,21,15,960.0,20.0
940.0,14,13,960.0,20.0
940.0,111,117,960.0,20.0
940.0,11,7,960.0,20.0
940.0,181,182,960.0,20.0
960.0,208,210,980.0,20.0
960.0,212,231,980.0,20.0
960.0,214,225,980.0,20.0
960.0,214,229,980.0,20.0
960.0,210,224,980.0,20.0
960.0,193,189,980.0,20.0
960.0,225,229,980.0,20.0
960.0,143,148,980.0,20.0
960.0,143,152,980.0,20.0
960.0,148,152,980.0,20.0
960.0,160,152,980.0,20.0
960.0,161,156,980.0,20.0
960.0,136,128,980.0,20.0
960.0,52,69,980.0,20.0
960.0,54,48,980.0,20.0
960.0,69,66,980.0,20.0
960.0,69,57,980.0,20.0
960.0,241,78,980.0,20.0
960.0,23,45,980.0,20.0
960.0,25,45,980.0,20.0
960.0,134,101,980.0,20.0
960.0,79,78,980.0,20.0
960.0,21,15,980.0,20.0
960.0,14,13,980.0,20.0
960.0,117,119,980.0,20.0
960.0,181,182,980.0,20.0
980.0,208,225,1000.0,20.0
980.0,214,225,1000.0,20.0
980.0,214,229,1000.0,20.0
980.0,210,224,1000.0,20.0
980.0,193,189,1000.0,20.0
980.0,188,187,1000.0,20.0
980.0,228,227,1000.0,20.0
980.0,143,159,1000.0,20.0
980.0,143,155,1000.0,20.0
980.0,154,146,1000.0,20.0
980.0,159,155,1000.0,20.0
980.0,161,156,1000.0,20.0
980.0,126,123,1000.0,20.0
980.0,126,104,1000.0,20.0
980.0,126,112,1000.0,20.0
980.0,141,119,1000.0,20.0
980.0,136,133,1000.0,20.0
980.0,50,70,1000.0,20.0
980.0,52,68,1000.0,20.0
980.0,54,59,1000.0,20.0
980.0,162,146,1000.0,20.0
980.0,131,137,1000.0,20.0
980.0,88,92,1000.0,20.0
980.0,123,104,1000.0,20.0
980.0,122,103,1000.0,20.0
980.0,105,103,1000.0,20.0
980.0,79,78,1000.0,20.0
980.0,108,235,1000.0,20.0
980.0,14,13,1000.0,20.0
980.0,11,6,1000.0,20.0
980.0,116,104,1000.0,20.0
980.0,181,182,1000.0,20.0
1000.0,219,227,1020.0,20.0
1000.0,208,225,1020.0,20.0
1000.0,214,229,1020.0,20.0
1000.0,193,189,1020.0,20.0
1000.0,220,221,1020.0,20.0
1000.0,143,151,1020.0,20.0
1000.0,145,157,1020.0,20.0
1000.0,152,153,1020.0,20.0
1000.0,136,133,1020.0,20.0
1000.0,223,226,1020.0,20.0
1000.0,128,115,1020.0,20.0
1000.0,162,146,1020.0,20.0
1000.0,23,44,1020.0,20.0
1000.0,23,45,1020.0,20.0
1000.0,26,37,1020.0,20.0
1000.0,39,47,1020.0,20.0
1000.0,139,103,1020.0,20.0
1000.0,94,76,1020.0,20.0
1000.0,123,112,1020.0,20.0
1000.0,122,105,1020.0,20.0
1000.0,122,103,1020.0,20.0
1000.0,20,2,1020.0,20.0
1000.0,20,9,1020.0,20.0
1000.0,21,15,1020.0,20.0
1000.0,75,91,1020.0,20.0
1000.0,59,70,1020.0,20.0
1020.0,208,214,1040.0,20.0
1020.0,208,225,1040.0,20.0
1020.0,208,229,1040.0,20.0
1020.0,212,231,1040.0,20.0
1020.0,210,224,1040.0,20.0
1020.0,193,189,1040.0,20.0
1020.0,220,221,1040.0,20.0
1020.0,191,204,1040.0,20.0
1020.0,143,156,1040.0,20.0
1020.0,143,153,1040.0,20.0
1020.0,143,157,1040.0,20.0
1020.0,161,156,1040.0,20.0
1020.0,152,153,1040.0,20.0
1020.0,125,137,1040.0,20.0
1020.0,136,133,1040.0,20.0
1020.0,136,128,1040.0,20.0
1020.0,136,237,1040.0,20.0
1020.0,52,68,1040.0,20.0
1020.0,56,48,1040.0,20.0
1020.0,183,175,1040.0,20.0
1020.0,241,81,1040.0,20.0
1020.0,23,45,1040.0,20.0
1020.0,26,37,1040.0,20.0
1020.0,87,94,1040.0,20.0
1020.0,94,77,1040.0,20.0
1020.0,94,71,1040.0,20.0
1020.0,78,95,1040.0,20.0
1020.0,19,18,1040.0,20.0
1020.0,19,17,1040.0,20.0
1020.0,0,18,1040.0,20.0
1020.0,0,12,1040.0,20.0
